"Status flags are not displayed"
""
"Table reference: "
"DPE058AA"
""
"Last updated:"
"71 Years: 18 May 2026 10:45am"
"72 Years: 18 May 2026 10:45am"
"73 Years: 18 May 2026 10:45am"
"74 Years: 18 May 2026 10:45am"
"75 Years: 18 May 2026 10:45am"
"76 Years: 18 May 2026 10:45am"
"77 Years: 18 May 2026 10:45am"
"78 Years: 18 May 2026 10:45am"
"79 Years: 18 May 2026 10:45am"
"80 Years: 18 May 2026 10:45am"
"81 Years: 18 May 2026 10:45am"
"82 Years: 18 May 2026 10:45am"
"83 Years: 18 May 2026 10:45am"
"84 Years: 18 May 2026 10:45am"
"85 Years: 18 May 2026 10:45am"
"86 Years: 18 May 2026 10:45am"
"87 Years: 18 May 2026 10:45am"
"88 Years: 18 May 2026 10:45am"
"89 Years: 18 May 2026 10:45am"
"90 Years: 18 May 2026 10:45am"
"91 Years: 18 May 2026 10:45am"
"92 Years: 18 May 2026 10:45am"
"93 Years: 18 May 2026 10:45am"
"94 Years: 18 May 2026 10:45am"
"95 Years and Over: 18 May 2026 10:45am"
""
"Source: Statistics New Zealand"
"Contact: Information Centre"
"Telephone: 0508 525 525"
"Email:info@stats.govt.nz"
""
""
""
